FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2003,2004,2005,2008,2010,2012,2014,2016,2018,2020,2022,2024
A,Annual,CAN,Canada,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.76419,0.87258,0.8923,0.76588,0.88253,0.88888,0.91338,0.95652,0.9306,0.8412,0.8504,0.85516
A,Annual,CHE,Switzerland,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.66812,0.59073,0.60384,0.55852,0.44444,0.6732,0.50393,0.60145,0.8472,0.8294,0.7677,0.8408
A,Annual,CHL,Chile,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.83842,0.88416,0.91153,0.56354,0.60952,0.75163,0.81889,0.77536,0.8333,0.8529,0.828,0.86119
A,Annual,CHN,China,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.33187,0.4054,0.56923,0.50836,0.36825,0.52941,0.60629,0.76812,0.8611,0.9059,0.8876,0.92576
A,Annual,CIV,Cote d'Ivoire,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.03861,0.05384,0.06354,0.3238,0.33333,0.17322,0.18841,0.2222,0.4529,0.5467,0.52194
A,Annual,CMR,Cameroon,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.14847,0.11583,0.09615,0.13712,0.15238,0.30065,0.19685,0.21739,0.4583,0.4706,0.3916,0.39885
A,Annual,COD,"Congo, Dem. Rep.",UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.05405,0.0,0.08695,0.08888,0.17647,0.04724,0.08696,0.2083,0.1294,0.2341,0.20671
A,Annual,COG,"Congo, Rep.",UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.03493,0.15057,0.13461,0.07023,0.07936,0.07843,0.10236,0.04348,0.1667,0.3176,0.3177,0.27604
A,Annual,COL,Colombia,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.36244,0.64092,0.61538,0.55518,0.71111,0.84313,0.7874,0.78986,0.8819,0.7647,0.7418,0.7521
A,Annual,COM,Comoros,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.03056,0.03088,0.05384,0.02675,0.02857,0.07843,0.01574,0.05072,0.0972,0.1235,0.0326,0.02299
A,Annual,CPV,Cabo Verde,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.131,0.18146,0.17307,0.38795,0.26984,0.4379,0.16535,0.45652,0.4861,0.5,0.4965,0.68917
A,Annual,CRI,Costa Rica,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.2227,0.17374,0.25384,0.44147,0.30476,0.49673,0.61417,0.63768,0.6736,0.6824,0.6812,0.72169
A,Annual,CUB,Cuba,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.16593,0.09266,0.15,0.21404,0.24126,0.30718,0.22834,0.19565,0.2986,0.2588,0.2789,0.22982
A,Annual,CYP,Cyprus,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.11353,0.23552,0.46153,0.47826,0.37142,0.56209,0.47244,0.53623,0.7847,0.8706,0.7792,0.82165
A,Annual,CZE,Czechia,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.34934,0.54826,0.58846,0.64548,0.45396,0.54248,0.37007,0.47826,0.6528,0.7235,0.6693,0.70063
A,Annual,DEU,Germany,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.6834,0.79536,0.8423,0.57525,0.5492,0.75163,0.66929,0.84058,0.9306,0.7353,0.7905,0.92384
A,Annual,DJI,Djibouti,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.01746,0.06177,0.17307,0.11371,0.04761,0.19607,0.06299,0.02174,0.2917,0.2235,0.2208,0.20915
A,Annual,DMA,Dominica,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.06949,0.06923,0.00668,0.05079,0.29411,0.18897,0.30435,0.6111,0.4471,0.2954,0.37983
A,Annual,DNK,Denmark,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.69432,0.93436,0.97307,1.0,0.67301,0.8562,0.66141,0.77536,1.0,0.9706,0.9797,0.99924
A,Annual,DOM,Dominican Republic,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.44541,0.35521,0.31153,0.50836,0.36507,0.53594,0.38582,0.50725,0.6597,0.7647,0.6183,0.64047
A,Annual,DZA,Algeria,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.38427,0.25096,0.24615,0.22408,0.09841,0.2549,0.07874,0.06522,0.2153,0.2765,0.3743,0.332
A,Annual,ECU,Ecuador,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.17467,0.24324,0.25,0.44481,0.31746,0.45751,0.48031,0.63043,0.7292,0.8118,0.7651,0.88507
A,Annual,EGY,"Egypt, Arab Rep.",UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.03493,0.10038,0.44615,0.60535,0.53015,0.6013,0.59055,0.47101,0.5347,0.5706,0.573,0.70016
A,Annual,ERI,Eritrea,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.0,0.05769,0.06354,0.02222,0.20915,0.0,0.02174,0.0833,0.0118,0.0,0.0
A,Annual,ESP,Spain,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.42794,0.38996,0.3923,0.69899,0.76507,0.75816,0.94488,0.91304,0.9375,0.8882,0.8559,0.90542
A,Annual,EST,Estonia,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.64192,0.69884,0.69615,0.71237,0.50158,0.82352,0.77165,0.8913,0.9028,0.9941,1.0,0.99535
A,Annual,ETH,Ethiopia,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.03056,0.02702,0.01538,0.17391,0.2,0.47058,0.45669,0.52899,0.6319,0.3647,0.373,0.34195
A,Annual,FIN,Finland,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.60262,0.80694,0.82692,0.6321,0.47936,0.88235,0.77165,0.94203,0.9653,0.9706,0.9833,0.90973
A,Annual,FJI,Fiji,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.30131,0.21235,0.28076,0.27424,0.18412,0.35947,0.3937,0.41304,0.4583,0.5059,0.4813,0.53431
A,Annual,FRA,France,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.56986,0.54054,0.61153,0.82943,0.68253,0.87581,1.0,0.94203,0.9792,0.8824,0.8768,0.844
A,Annual,FSM,"Micronesia, Fed. Sts.",UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.1179,0.09652,0.10769,0.08026,0.12698,0.20915,0.18897,0.14493,0.1458,0.3529,0.2703,0.26211
A,Annual,GAB,Gabon,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0131,0.07722,0.0923,0.07692,0.07936,0.18954,0.09448,0.15217,0.2292,0.3235,0.3578,0.31875
A,Annual,GBR,United Kingdom,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.77729,0.97297,0.99615,0.6923,0.7746,0.97385,0.89763,1.0,0.9792,0.9588,0.8859,0.95349
A,Annual,GEO,Georgia,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.04803,0.14671,0.21153,0.35451,0.24761,0.6013,0.59842,0.63768,0.6944,0.5882,0.6111,0.56522
A,Annual,GHA,Ghana,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.08296,0.05019,0.18846,0.29431,0.1492,0.30065,0.31496,0.44928,0.6944,0.6353,0.5361,0.60837
A,Annual,GIN,Guinea,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.01746,0.02702,0.03846,0.07023,0.03492,0.0,0.0,0.08696,0.3125,0.2176,0.4421,0.48081
A,Annual,GMB,"Gambia, The",UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.1048,0.07722,0.09615,0.17391,0.08253,0.32026,0.20472,0.19565,0.2708,0.0294,0.1455,0.09551
A,Annual,GNB,Guinea-Bissau,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.02341,0.01587,0.10457,0.00787,0.1087,0.0764,0.0647,0.0624,0.12703
A,Annual,GNQ,Equatorial Guinea,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.06354,0.03174,0.09803,0.03149,0.07971,0.0486,0.0647,0.1845,0.19319
A,Annual,GRC,Greece,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.32751,0.40926,0.51153,0.41471,0.35555,0.57516,0.60629,0.57971,0.8194,0.7059,0.7753,0.81453
A,Annual,GRD,Grenada,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.00436,0.03474,0.08846,0.27424,0.1873,0.35294,0.34645,0.36957,0.4931,0.3412,0.5507,0.50555
A,Annual,GTM,Guatemala,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.32314,0.3166,0.43461,0.47491,0.30793,0.46405,0.1496,0.66667,0.6458,0.5118,0.5409,0.65379
A,Annual,GUY,Guyana,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.26637,0.20849,0.18461,0.23745,0.18095,0.2549,0.24409,0.28261,0.4306,0.4647,0.4509,0.34549
A,Annual,HND,Honduras,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.10043,0.24324,0.22307,0.37123,0.29523,0.37908,0.40157,0.31159,0.5139,0.4647,0.2417,0.45874
A,Annual,HRV,Croatia,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.42358,0.39382,0.4423,0.43143,0.42222,0.64052,0.46456,0.74638,0.6806,0.7529,0.8108,0.87347
A,Annual,HTI,Haiti,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.06354,0.01904,0.0915,0.11023,0.16667,0.4444,0.1882,0.0865,0.13785
A,Annual,HUN,Hungary,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.31222,0.53667,0.70384,0.61705,0.50476,0.68627,0.55905,0.63043,0.7361,0.7471,0.7465,0.71437
A,Annual,IDN,Indonesia,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.43231,0.32432,0.29615,0.33444,0.24444,0.49673,0.3622,0.36232,0.5694,0.6824,0.7644,0.80346
A,Annual,IND,India,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.52183,0.56756,0.58269,0.47826,0.36825,0.53594,0.5433,0.74638,0.9514,0.8529,0.7934,0.81842
A,Annual,IRL,Ireland,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.61572,0.65637,0.71153,0.67558,0.49841,0.53594,0.67716,0.72464,0.8264,0.7706,0.7796,0.87678
A,Annual,IRN,"Iran, Islamic Rep.",UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.14847,0.16216,0.29615,0.25752,0.26666,0.49019,0.37007,0.33333,0.6319,0.5882,0.4196,0.37729
A,Annual,IRQ,Iraq,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.12355,0.05384,0.10702,0.15238,0.28758,0.19685,0.35507,0.3194,0.3353,0.206,0.18755
A,Annual,ISL,Iceland,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.33624,0.56756,0.60769,0.46153,0.39682,0.54248,0.61417,0.62319,0.7292,0.7941,0.8867,0.90755
A,Annual,ISR,Israel,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.63318,0.69111,0.73076,0.66555,0.58412,0.84967,0.87401,0.86232,0.8264,0.7471,0.8745,0.85412
A,Annual,ITA,Italy,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.61572,0.55212,0.62692,0.5117,0.28888,0.57516,0.74803,0.86957,0.9514,0.8294,0.8659,0.76239
A,Annual,JAM,Jamaica,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.37991,0.40926,0.48846,0.32107,0.22857,0.30718,0.31496,0.35507,0.3194,0.3882,0.4914,0.56772
A,Annual,JOR,Jordan,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.41921,0.34749,0.43461,0.60535,0.53333,0.39215,0.51968,0.45652,0.4931,0.3588,0.6594,0.75905
A,Annual,JPN,Japan,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.52401,0.62934,0.81538,0.74247,0.67301,0.86274,0.94488,0.87681,0.9514,0.9059,0.9094,0.94274
A,Annual,KAZ,Kazakhstan,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.18777,0.32046,0.45,0.32107,0.52698,0.78431,0.74803,0.76812,0.8681,0.9235,0.9344,0.93903
A,Annual,KEN,Kenya,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.1572,0.13899,0.23076,0.30434,0.23809,0.43137,0.42519,0.55797,0.625,0.6765,0.6821,0.77704
A,Annual,KGZ,Kyrgyz Republic,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.07423,0.39382,0.36538,0.29765,0.31746,0.42483,0.27559,0.42754,0.6458,0.6471,0.6176,0.60723
A,Annual,KHM,Cambodia,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.12663,0.21235,0.23076,0.19732,0.1365,0.18954,0.17322,0.05072,0.25,0.4529,0.4181,0.45034
A,Annual,KIR,Kiribati,UN_EGDI_OSI,Online Services Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.06688,0.02857,0.06535,0.21259,0.21014,0.2986,0.4941,0.3686,0.39035
