FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2003,2004,2005,2008,2010,2012,2014,2016,2018,2020,2022,2024
A,Annual,BFA,Burkina Faso,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.13495,0.18185,0.13288,0.1542,0.15871,0.15777,0.18043,0.15977,0.3016,0.3558,0.3476,0.28946
A,Annual,BGD,Bangladesh,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.16537,0.17875,0.17618,0.2936,0.30278,0.29913,0.27572,0.37995,0.4862,0.5189,0.563,0.65696
A,Annual,BGR,Bulgaria,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.54801,0.54172,0.56047,0.5719,0.55902,0.61315,0.54209,0.63764,0.7177,0.798,0.7766,0.81453
A,Annual,BHR,Bahrain,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.50974,0.53234,0.52815,0.5723,0.73625,0.69461,0.80885,0.77335,0.8116,0.8213,0.7707,0.91958
A,Annual,BHS,"Bahamas, The",UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.42893,0.46489,0.46756,0.4911,0.48706,0.57932,0.49,0.51084,0.6552,0.7017,0.7277,0.71434
A,Annual,BIH,Bosnia and Herzegovina,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.309,0.37898,0.40189,0.4509,0.46978,0.53279,0.47069,0.51183,0.5303,0.6372,0.6256,0.63293
A,Annual,BLR,Belarus,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.3965,0.48884,0.53184,0.5213,0.48996,0.609,0.60529,0.66249,0.7641,0.8084,0.758,0.74449
A,Annual,BLZ,Belize,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.42213,0.41495,0.38152,0.4102,0.35127,0.39232,0.37738,0.38253,0.4115,0.4548,0.5005,0.48719
A,Annual,BOL,Bolivia,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.41076,0.38634,0.40174,0.4867,0.42797,0.46584,0.45617,0.48212,0.5307,0.6129,0.6165,0.66508
A,Annual,BRA,Brazil,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.52673,0.56746,0.59811,0.5679,0.50058,0.61673,0.60082,0.63769,0.7327,0.7677,0.791,0.84026
A,Annual,BRB,Barbados,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.41283,0.45626,0.49202,0.5667,0.57144,0.65655,0.5933,0.631,0.7229,0.7279,0.7117,0.6815
A,Annual,BRN,Brunei Darussalam,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.45876,0.46323,0.44753,0.4667,0.47955,0.62502,0.50424,0.52981,0.6923,0.7389,0.727,0.75536
A,Annual,BTN,Bhutan,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.1568,0.15896,0.29405,0.3074,0.25983,0.29418,0.28285,0.35065,0.4274,0.5777,0.5521,0.6511
A,Annual,BWA,Botswana,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.34664,0.38271,0.39775,0.3647,0.36373,0.41863,0.41984,0.45315,0.4253,0.5383,0.5495,0.61178
A,Annual,CAF,Central African Republic,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.1412,0.13989,0.0,0.12574,0.07888,0.1584,0.1404,0.1407,0.0947
A,Annual,CAN,Canada,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.80644,0.83687,0.84251,0.8172,0.84479,0.84299,0.84177,0.82847,0.8258,0.842,0.8511,0.84516
A,Annual,CHE,Switzerland,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.76351,0.75384,0.75479,0.7626,0.7136,0.81341,0.7267,0.75246,0.852,0.8907,0.8752,0.90035
A,Annual,CHL,Chile,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.67111,0.68352,0.69626,0.5819,0.60137,0.67687,0.71216,0.69492,0.735,0.8259,0.8377,0.88266
A,Annual,CHN,China,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.41595,0.43557,0.50778,0.5017,0.46998,0.5359,0.54501,0.60713,0.6811,0.7948,0.8119,0.87184
A,Annual,CIV,Cote d'Ivoire,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.17291,0.18204,0.1853,0.28045,0.258,0.20385,0.21845,0.2776,0.4457,0.5467,0.55868
A,Annual,CMR,Cameroon,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.27003,0.25606,0.25,0.2734,0.27223,0.30698,0.27823,0.27591,0.3997,0.4325,0.4498,0.42935
A,Annual,COD,"Congo, Dem. Rep.",UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.18853,0.0,0.2177,0.2357,0.22803,0.15514,0.18761,0.2612,0.258,0.3057,0.27149
A,Annual,COG,"Congo, Rep.",UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.26522,0.29703,0.28548,0.2737,0.30194,0.28094,0.25696,0.24974,0.3024,0.3786,0.3675,0.33912
A,Annual,COL,Colombia,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.44339,0.53345,0.52211,0.5317,0.6125,0.65723,0.6173,0.62371,0.6871,0.7164,0.7261,0.7793
A,Annual,COM,Comoros,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.17583,0.1826,0.19736,0.1896,0.23268,0.23577,0.18077,0.21551,0.2336,0.2799,0.2778,0.25862
A,Annual,CPV,Cabo Verde,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.32225,0.3442,0.33464,0.4158,0.40537,0.42974,0.35505,0.47418,0.498,0.5604,0.566,0.62378
A,Annual,CRI,Costa Rica,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.42674,0.41883,0.46115,0.5144,0.47486,0.53971,0.60614,0.63142,0.7004,0.7576,0.7659,0.80089
A,Annual,CUB,Cuba,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.37247,0.34779,0.36995,0.399,0.43214,0.44882,0.39165,0.35224,0.4101,0.4439,0.4945,0.49214
A,Annual,CYP,Cyprus,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.47406,0.51886,0.58722,0.6019,0.57053,0.65081,0.59576,0.60226,0.7736,0.8731,0.866,0.86187
A,Annual,CZE,Czechia,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.54168,0.6214,0.63955,0.6696,0.60602,0.64914,0.60695,0.64537,0.7084,0.8135,0.8088,0.82394
A,Annual,DEU,Germany,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.76164,0.78733,0.80497,0.7136,0.73085,0.80788,0.7864,0.82099,0.8765,0.8524,0.877,0.93821
A,Annual,DJI,Djibouti,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.17893,0.19666,0.23806,0.2279,0.20586,0.22283,0.1456,0.13367,0.2401,0.2728,0.2833,0.29105
A,Annual,DMA,Dominica,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.36813,0.33336,0.3746,0.41491,0.55609,0.4338,0.45775,0.5794,0.6013,0.5789,0.54452
A,Annual,DNK,Denmark,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.82046,0.90466,0.90576,0.9134,0.78722,0.88885,0.8162,0.85102,0.915,0.9758,0.9717,0.98474
A,Annual,DOM,Dominican Republic,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.43754,0.41107,0.40758,0.4943,0.45573,0.51298,0.44808,0.49136,0.5726,0.6782,0.6429,0.70127
A,Annual,DZA,Algeria,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.36993,0.32476,0.32423,0.3515,0.3181,0.36077,0.31064,0.29991,0.4227,0.5173,0.5611,0.59556
A,Annual,ECU,Ecuador,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.37779,0.39237,0.39663,0.484,0.43219,0.48685,0.50529,0.56254,0.6129,0.7015,0.6889,0.77997
A,Annual,EGY,"Egypt, Arab Rep.",UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.23841,0.2653,0.37929,0.4767,0.4518,0.46112,0.51293,0.45941,0.488,0.5527,0.5895,0.66994
A,Annual,ERI,Eritrea,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.0,0.18485,0.1965,0.18587,0.20434,0.09075,0.09016,0.1337,0.1292,0.1709,0.15762
A,Annual,ESP,Spain,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.60236,0.58441,0.58474,0.7228,0.75156,0.77696,0.84098,0.8135,0.8415,0.8801,0.8842,0.9206
A,Annual,EST,Estonia,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.6968,0.70289,0.73473,0.76,0.69653,0.79873,0.81796,0.83344,0.8486,0.9473,0.9393,0.97274
A,Annual,ETH,Ethiopia,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.12773,0.13647,0.13602,0.1857,0.20331,0.23058,0.25888,0.26655,0.3463,0.274,0.2865,0.31109
A,Annual,FIN,Finland,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.76112,0.82389,0.82311,0.7488,0.6967,0.85052,0.84491,0.88168,0.8815,0.9452,0.9533,0.95746
A,Annual,FJI,Fiji,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.42507,0.39122,0.40813,0.4156,0.39253,0.46715,0.50437,0.49886,0.5348,0.6585,0.6235,0.67544
A,Annual,FRA,France,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.68961,0.66866,0.69251,0.8038,0.75103,0.86349,0.89384,0.84559,0.879,0.8718,0.8832,0.87442
A,Annual,FSM,"Micronesia, Fed. Sts.",UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.52648,0.04559,0.0532,0.0,0.0,0.38119,0.33371,0.31031,0.3155,0.3779,0.355,0.32352
A,Annual,GAB,Gabon,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.28331,0.30019,0.29284,0.3228,0.34203,0.36874,0.3294,0.35836,0.4313,0.5401,0.5521,0.57408
A,Annual,GBR,United Kingdom,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.81403,0.88521,0.87773,0.7872,0.81466,0.89603,0.86948,0.91928,0.8999,0.9358,0.9138,0.95773
A,Annual,GEO,Georgia,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.35109,0.37836,0.40337,0.4598,0.42476,0.55628,0.60468,0.61079,0.6893,0.7174,0.7501,0.77923
A,Annual,GHA,Ghana,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.24065,0.23693,0.28662,0.2997,0.27537,0.3159,0.37354,0.41815,0.539,0.596,0.5824,0.63169
A,Annual,GIN,Guinea,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.13208,0.14225,0.13956,0.1402,0.14261,0.0,0.09543,0.1226,0.2348,0.2592,0.3608,0.40059
A,Annual,GMB,"Gambia, The",UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.17207,0.17097,0.17364,0.2253,0.21169,0.26884,0.22851,0.23963,0.2958,0.263,0.3088,0.25517
A,Annual,GNB,Guinea-Bissau,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.1521,0.15606,0.19449,0.16085,0.18175,0.1887,0.2316,0.256,0.30831
A,Annual,GNQ,Equatorial Guinea,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.289,0.29024,0.29548,0.22675,0.24027,0.2298,0.2507,0.2746,0.28554
A,Annual,GRC,Greece,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.53989,0.55806,0.5921,0.5718,0.57075,0.68716,0.71176,0.691,0.7833,0.8021,0.8455,0.86737
A,Annual,GRD,Grenada,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.34805,0.35881,0.38794,0.4545,0.42768,0.54794,0.52197,0.5168,0.593,0.5812,0.7277,0.64577
A,Annual,GTM,Guatemala,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.32901,0.33908,0.37766,0.4283,0.39368,0.43903,0.31603,0.47898,0.4974,0.5155,0.5111,0.57383
A,Annual,GUY,Guyana,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.42195,0.42426,0.3985,0.4375,0.41398,0.45489,0.36952,0.36509,0.4316,0.4909,0.5233,0.54432
A,Annual,HND,Honduras,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.28049,0.33007,0.33475,0.4048,0.40646,0.43413,0.40826,0.3611,0.4474,0.4486,0.394,0.48559
A,Annual,HRV,Croatia,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.53142,0.52266,0.54802,0.565,0.5858,0.73284,0.62817,0.71624,0.7018,0.7745,0.8106,0.88175
A,Annual,HTI,Haiti,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.2097,0.20741,0.15115,0.18086,0.19314,0.3047,0.2723,0.2481,0.21165
A,Annual,HUN,Hungary,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.51625,0.58572,0.65358,0.6494,0.63147,0.72014,0.66374,0.67455,0.7265,0.7745,0.7827,0.8043
A,Annual,IDN,Indonesia,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.42243,0.3909,0.38186,0.4107,0.40264,0.49486,0.44874,0.44784,0.5258,0.6612,0.716,0.79911
A,Annual,IND,India,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.37309,0.38789,0.40013,0.3814,0.35673,0.38287,0.38343,0.46375,0.5669,0.5964,0.5883,0.66776
A,Annual,IRL,Ireland,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.69651,0.70576,0.72508,0.7296,0.68655,0.71492,0.781,0.76888,0.8287,0.8433,0.8567,0.91377
A,Annual,IRN,"Iran, Islamic Rep.",UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.32962,0.32819,0.38133,0.4067,0.42343,0.48762,0.45075,0.46494,0.6083,0.6593,0.6433,0.65639
A,Annual,IRQ,Iraq,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.35662,0.3334,0.269,0.29957,0.34093,0.31414,0.33335,0.3376,0.436,0.4383,0.45721
A,Annual,ISL,Iceland,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.7019,0.76988,0.77936,0.7176,0.66971,0.78354,0.797,0.76619,0.8316,0.9101,0.941,0.96707
A,Annual,ISR,Israel,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.66333,0.68054,0.69033,0.7393,0.65517,0.81001,0.81615,0.78056,0.7998,0.8361,0.8885,0.90143
A,Annual,ITA,Italy,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.685,0.65979,0.67939,0.668,0.57995,0.71895,0.7593,0.77636,0.8209,0.8231,0.8375,0.83557
A,Annual,JAM,Jamaica,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.43237,0.47925,0.50641,0.4679,0.44666,0.45516,0.43882,0.4534,0.4697,0.5392,0.5906,0.66777
A,Annual,JOR,Jordan,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.4293,0.43467,0.46392,0.548,0.52784,0.48838,0.51674,0.51226,0.5575,0.5309,0.6081,0.68493
A,Annual,JPN,Japan,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.69344,0.72599,0.78013,0.7703,0.71517,0.80187,0.88744,0.84397,0.8783,0.8989,0.9002,0.9351
A,Annual,KAZ,Kazakhstan,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.38661,0.43437,0.48125,0.4743,0.55782,0.68438,0.72827,0.72499,0.7597,0.8375,0.8628,0.90093
A,Annual,KEN,Kenya,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.29924,0.29591,0.32981,0.3474,0.33384,0.42117,0.38054,0.41855,0.4541,0.5326,0.5589,0.6314
A,Annual,KGZ,Kyrgyz Republic,UN_EGDI_EGDI,E-Government Development Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.32715,0.44682,0.44171,0.4195,0.44168,0.4879,0.46568,0.49686,0.5835,0.6749,0.6977,0.7316
