Entity,Code,Year,Age of electoral democracy
Algeria,DZA,1891,non-electoral autocracy
Algeria,DZA,1892,non-electoral autocracy
Algeria,DZA,1893,non-electoral autocracy
Algeria,DZA,1894,non-electoral autocracy
Algeria,DZA,1895,non-electoral autocracy
Algeria,DZA,1896,non-electoral autocracy
Algeria,DZA,1897,non-electoral autocracy
Algeria,DZA,1898,non-electoral autocracy
Algeria,DZA,1899,non-electoral autocracy
Algeria,DZA,1900,non-electoral autocracy
Algeria,DZA,1901,non-electoral autocracy
Algeria,DZA,1902,non-electoral autocracy
Algeria,DZA,1903,non-electoral autocracy
Algeria,DZA,1904,non-electoral autocracy
Algeria,DZA,1905,non-electoral autocracy
Algeria,DZA,1906,non-electoral autocracy
Algeria,DZA,1907,non-electoral autocracy
Algeria,DZA,1908,non-electoral autocracy
Algeria,DZA,1909,non-electoral autocracy
Algeria,DZA,1910,non-electoral autocracy
Algeria,DZA,1911,non-electoral autocracy
Algeria,DZA,1912,non-electoral autocracy
Algeria,DZA,1913,non-electoral autocracy
Algeria,DZA,1914,non-electoral autocracy
Algeria,DZA,1915,non-electoral autocracy
Algeria,DZA,1916,non-electoral autocracy
Algeria,DZA,1917,non-electoral autocracy
Algeria,DZA,1918,non-electoral autocracy
Algeria,DZA,1919,non-electoral autocracy
Algeria,DZA,1920,non-electoral autocracy
Algeria,DZA,1921,non-electoral autocracy
Algeria,DZA,1922,non-electoral autocracy
Algeria,DZA,1923,non-electoral autocracy
Algeria,DZA,1924,non-electoral autocracy
Algeria,DZA,1925,non-electoral autocracy
Algeria,DZA,1926,non-electoral autocracy
Algeria,DZA,1927,non-electoral autocracy
Algeria,DZA,1928,non-electoral autocracy
Algeria,DZA,1929,non-electoral autocracy
Algeria,DZA,1930,non-electoral autocracy
Algeria,DZA,1931,non-electoral autocracy
Algeria,DZA,1932,non-electoral autocracy
Algeria,DZA,1933,non-electoral autocracy
Algeria,DZA,1934,non-electoral autocracy
Algeria,DZA,1935,non-electoral autocracy
Algeria,DZA,1936,non-electoral autocracy
Algeria,DZA,1937,non-electoral autocracy
Algeria,DZA,1938,non-electoral autocracy
Algeria,DZA,1939,non-electoral autocracy
Algeria,DZA,1940,non-electoral autocracy
Algeria,DZA,1941,non-electoral autocracy
Algeria,DZA,1942,non-electoral autocracy
Algeria,DZA,1943,non-electoral autocracy
Algeria,DZA,1944,non-electoral autocracy
Algeria,DZA,1945,non-electoral autocracy
Algeria,DZA,1946,multi-party autocracy without elected executive
Algeria,DZA,1947,multi-party autocracy without elected executive
Algeria,DZA,1948,multi-party autocracy without elected executive
Algeria,DZA,1949,multi-party autocracy without elected executive
Algeria,DZA,1950,multi-party autocracy without elected executive
Algeria,DZA,1951,multi-party autocracy without elected executive
Algeria,DZA,1952,multi-party autocracy without elected executive
Algeria,DZA,1953,non-electoral autocracy
Algeria,DZA,1954,non-electoral autocracy
Algeria,DZA,1955,multi-party autocracy without elected executive
Algeria,DZA,1956,multi-party autocracy without elected executive
Algeria,DZA,1957,non-electoral autocracy
Algeria,DZA,1958,non-electoral autocracy
Algeria,DZA,1959,non-electoral autocracy
Algeria,DZA,1960,non-electoral autocracy
Algeria,DZA,1961,non-electoral autocracy
Algeria,DZA,1962,one-party autocracy
Algeria,DZA,1963,one-party autocracy
Algeria,DZA,1964,one-party autocracy
Algeria,DZA,1965,non-electoral autocracy
Algeria,DZA,1966,non-electoral autocracy
Algeria,DZA,1967,non-electoral autocracy
Algeria,DZA,1968,non-electoral autocracy
Algeria,DZA,1969,non-electoral autocracy
Algeria,DZA,1970,non-electoral autocracy
Algeria,DZA,1971,non-electoral autocracy
Algeria,DZA,1972,non-electoral autocracy
Algeria,DZA,1973,non-electoral autocracy
Algeria,DZA,1974,non-electoral autocracy
Algeria,DZA,1975,non-electoral autocracy
Algeria,DZA,1976,one-party autocracy
Algeria,DZA,1977,one-party autocracy
Algeria,DZA,1978,one-party autocracy
Algeria,DZA,1979,one-party autocracy
Algeria,DZA,1980,one-party autocracy
Algeria,DZA,1981,one-party autocracy
Algeria,DZA,1982,one-party autocracy
Algeria,DZA,1983,one-party autocracy
Algeria,DZA,1984,one-party autocracy
Algeria,DZA,1985,one-party autocracy
Algeria,DZA,1986,one-party autocracy
Algeria,DZA,1987,one-party autocracy
Algeria,DZA,1988,one-party autocracy
Algeria,DZA,1989,one-party autocracy
Algeria,DZA,1990,one-party autocracy
Algeria,DZA,1991,one-party autocracy
Algeria,DZA,1992,non-electoral autocracy
Algeria,DZA,1993,non-electoral autocracy
Algeria,DZA,1994,non-electoral autocracy
Algeria,DZA,1995,one-party autocracy
Algeria,DZA,1996,one-party autocracy
Algeria,DZA,1997,multi-party autocracy
Algeria,DZA,1998,multi-party autocracy
Algeria,DZA,1999,multi-party autocracy
Algeria,DZA,2000,multi-party autocracy
Algeria,DZA,2001,multi-party autocracy
Algeria,DZA,2002,multi-party autocracy
Algeria,DZA,2003,multi-party autocracy
Algeria,DZA,2004,multi-party autocracy
Algeria,DZA,2005,multi-party autocracy
Algeria,DZA,2006,multi-party autocracy
Algeria,DZA,2007,multi-party autocracy
Algeria,DZA,2008,multi-party autocracy
Algeria,DZA,2009,multi-party autocracy
Algeria,DZA,2010,multi-party autocracy
Algeria,DZA,2011,multi-party autocracy
Algeria,DZA,2012,multi-party autocracy
Algeria,DZA,2013,multi-party autocracy
Algeria,DZA,2014,multi-party autocracy
Algeria,DZA,2015,multi-party autocracy
Algeria,DZA,2016,multi-party autocracy
Algeria,DZA,2017,multi-party autocracy
Algeria,DZA,2018,multi-party autocracy
Algeria,DZA,2019,multi-party autocracy
Algeria,DZA,2020,multi-party autocracy
Algeria,DZA,2021,multi-party autocracy
Algeria,DZA,2022,multi-party autocracy
Algeria,DZA,2023,multi-party autocracy
Algeria,DZA,2024,multi-party autocracy
Andorra,AND,1814,non-electoral autocracy
Andorra,AND,1815,non-electoral autocracy
Andorra,AND,1816,non-electoral autocracy
Andorra,AND,1817,non-electoral autocracy
Andorra,AND,1818,non-electoral autocracy
Andorra,AND,1819,non-electoral autocracy
Andorra,AND,1820,non-electoral autocracy
Andorra,AND,1821,non-electoral autocracy
Andorra,AND,1822,non-electoral autocracy
Andorra,AND,1823,non-electoral autocracy
Andorra,AND,1824,non-electoral autocracy
Andorra,AND,1825,non-electoral autocracy
Andorra,AND,1826,non-electoral autocracy
Andorra,AND,1827,non-electoral autocracy
Andorra,AND,1828,non-electoral autocracy
Andorra,AND,1829,non-electoral autocracy
Andorra,AND,1830,non-electoral autocracy
Andorra,AND,1831,non-electoral autocracy
Andorra,AND,1832,non-electoral autocracy
Andorra,AND,1833,non-electoral autocracy
Andorra,AND,1834,non-electoral autocracy
Andorra,AND,1835,non-electoral autocracy
Andorra,AND,1836,non-electoral autocracy
Andorra,AND,1837,non-electoral autocracy
Andorra,AND,1838,non-electoral autocracy
Andorra,AND,1839,non-electoral autocracy
Andorra,AND,1840,non-electoral autocracy
Andorra,AND,1841,non-electoral autocracy
Andorra,AND,1842,non-electoral autocracy
Andorra,AND,1843,non-electoral autocracy
Andorra,AND,1844,non-electoral autocracy
Andorra,AND,1845,non-electoral autocracy
Andorra,AND,1846,non-electoral autocracy
Andorra,AND,1847,non-electoral autocracy
Andorra,AND,1848,non-electoral autocracy
Andorra,AND,1849,non-electoral autocracy
Andorra,AND,1850,non-electoral autocracy
Andorra,AND,1851,non-electoral autocracy
Andorra,AND,1852,non-electoral autocracy
Andorra,AND,1853,non-electoral autocracy
Andorra,AND,1854,non-electoral autocracy
Andorra,AND,1855,non-electoral autocracy
Andorra,AND,1856,non-electoral autocracy
Andorra,AND,1857,non-electoral autocracy
Andorra,AND,1858,non-electoral autocracy
Andorra,AND,1859,non-electoral autocracy
Andorra,AND,1860,non-electoral autocracy
Andorra,AND,1861,non-electoral autocracy
Andorra,AND,1862,non-electoral autocracy
Andorra,AND,1863,non-electoral autocracy
Andorra,AND,1864,non-electoral autocracy
Andorra,AND,1865,non-electoral autocracy
Andorra,AND,1866,one-party autocracy
Andorra,AND,1867,one-party autocracy
Andorra,AND,1868,one-party autocracy
Andorra,AND,1869,one-party autocracy
Andorra,AND,1870,one-party autocracy
Andorra,AND,1871,one-party autocracy
Andorra,AND,1872,one-party autocracy
Andorra,AND,1873,one-party autocracy
